Record_ID,H2_Tminus2,CH4_Tminus2,C2H6_Tminus2,C2H4_Tminus2,C2H2_Tminus2,CO_Tminus2,CO2_Tminus2,BDV_Tminus2,Moisture_PPM_Tminus2,WTI_HV_Tminus2,WTI_LV_Tminus2,OTI_Tminus2,Loading_pct_Tminus2,Ambient_Temp_Tminus2,Age_Years_Tminus2,IR_HV_E_1min_Tminus2,IR_LV_E_1min_Tminus2,IR_TV_E_1min_Tminus2,IR_HV_E_10min_Tminus2,IR_LV_E_10min_Tminus2,IR_TV_E_10min_Tminus2,PI_HV_Tminus2,PI_LV_Tminus2,PI_TV_Tminus2,Winding_HV_TanDelta_pct_Tminus2,Winding_LV_TanDelta_pct_Tminus2,Winding_TV_TanDelta_pct_Tminus2,Winding_HV_CapChange_pct_Tminus2,Winding_LV_CapChange_pct_Tminus2,Winding_TV_CapChange_pct_Tminus2,Bushing_HV_R_TanDelta_pct_Tminus2,Bushing_HV_Y_TanDelta_pct_Tminus2,Bushing_HV_B_TanDelta_pct_Tminus2,Bushing_HV_R_CapChange_pct_Tminus2,Bushing_HV_Y_CapChange_pct_Tminus2,Bushing_HV_B_CapChange_pct_Tminus2,Bushing_LV_R_TanDelta_pct_Tminus2,Bushing_LV_Y_TanDelta_pct_Tminus2,Bushing_LV_B_TanDelta_pct_Tminus2,Bushing_LV_R_CapChange_pct_Tminus2,Bushing_LV_Y_CapChange_pct_Tminus2,Bushing_LV_B_CapChange_pct_Tminus2,Bushing_TV_R_TanDelta_pct_Tminus2,Bushing_TV_Y_TanDelta_pct_Tminus2,Bushing_TV_B_TanDelta_pct_Tminus2,Bushing_TV_R_CapChange_pct_Tminus2,Bushing_TV_Y_CapChange_pct_Tminus2,Bushing_TV_B_CapChange_pct_Tminus2,H2_Tminus1,CH4_Tminus1,C2H6_Tminus1,C2H4_Tminus1,C2H2_Tminus1,CO_Tminus1,CO2_Tminus1,BDV_Tminus1,Moisture_PPM_Tminus1,WTI_HV_Tminus1,WTI_LV_Tminus1,OTI_Tminus1,Loading_pct_Tminus1,Ambient_Temp_Tminus1,Age_Years_Tminus1,IR_HV_E_1min_Tminus1,IR_LV_E_1min_Tminus1,IR_TV_E_1min_Tminus1,IR_HV_E_10min_Tminus1,IR_LV_E_10min_Tminus1,IR_TV_E_10min_Tminus1,PI_HV_Tminus1,PI_LV_Tminus1,PI_TV_Tminus1,Winding_HV_TanDelta_pct_Tminus1,Winding_LV_TanDelta_pct_Tminus1,Winding_TV_TanDelta_pct_Tminus1,Winding_HV_CapChange_pct_Tminus1,Winding_LV_CapChange_pct_Tminus1,Winding_TV_CapChange_pct_Tminus1,Bushing_HV_R_TanDelta_pct_Tminus1,Bushing_HV_Y_TanDelta_pct_Tminus1,Bushing_HV_B_TanDelta_pct_Tminus1,Bushing_HV_R_CapChange_pct_Tminus1,Bushing_HV_Y_CapChange_pct_Tminus1,Bushing_HV_B_CapChange_pct_Tminus1,Bushing_LV_R_TanDelta_pct_Tminus1,Bushing_LV_Y_TanDelta_pct_Tminus1,Bushing_LV_B_TanDelta_pct_Tminus1,Bushing_LV_R_CapChange_pct_Tminus1,Bushing_LV_Y_CapChange_pct_Tminus1,Bushing_LV_B_CapChange_pct_Tminus1,Bushing_TV_R_TanDelta_pct_Tminus1,Bushing_TV_Y_TanDelta_pct_Tminus1,Bushing_TV_B_TanDelta_pct_Tminus1,Bushing_TV_R_CapChange_pct_Tminus1,Bushing_TV_Y_CapChange_pct_Tminus1,Bushing_TV_B_CapChange_pct_Tminus1,H2_T0_Current,CH4_T0_Current,C2H6_T0_Current,C2H4_T0_Current,C2H2_T0_Current,CO_T0_Current,CO2_T0_Current,BDV_T0_Current,Moisture_PPM_T0_Current,WTI_HV_T0_Current,WTI_LV_T0_Current,OTI_T0_Current,Loading_pct_T0_Current,Ambient_Temp_T0_Current,Age_Years_T0_Current,IR_HV_E_1min_T0_Current,IR_LV_E_1min_T0_Current,IR_TV_E_1min_T0_Current,IR_HV_E_10min_T0_Current,IR_LV_E_10min_T0_Current,IR_TV_E_10min_T0_Current,PI_HV_T0_Current,PI_LV_T0_Current,PI_TV_T0_Current,Winding_HV_TanDelta_pct_T0_Current,Winding_LV_TanDelta_pct_T0_Current,Winding_TV_TanDelta_pct_T0_Current,Winding_HV_CapChange_pct_T0_Current,Winding_LV_CapChange_pct_T0_Current,Winding_TV_CapChange_pct_T0_Current,Bushing_HV_R_TanDelta_pct_T0_Current,Bushing_HV_Y_TanDelta_pct_T0_Current,Bushing_HV_B_TanDelta_pct_T0_Current,Bushing_HV_R_CapChange_pct_T0_Current,Bushing_HV_Y_CapChange_pct_T0_Current,Bushing_HV_B_CapChange_pct_T0_Current,Bushing_LV_R_TanDelta_pct_T0_Current,Bushing_LV_Y_TanDelta_pct_T0_Current,Bushing_LV_B_TanDelta_pct_T0_Current,Bushing_LV_R_CapChange_pct_T0_Current,Bushing_LV_Y_CapChange_pct_T0_Current,Bushing_LV_B_CapChange_pct_T0_Current,Bushing_TV_R_TanDelta_pct_T0_Current,Bushing_TV_Y_TanDelta_pct_T0_Current,Bushing_TV_B_TanDelta_pct_T0_Current,Bushing_TV_R_CapChange_pct_T0_Current,Bushing_TV_Y_CapChange_pct_T0_Current,Bushing_TV_B_CapChange_pct_T0_Current,Trend_Scenario,HI_Tminus2,HI_Tminus1,HI_Current,Current_Condition,Weighted_Trend_Older,Weighted_Trend_Recent,Weighted_Trend_Total,Trend_Acceleration,Trend_Penalty,Trend_Direction,Trend_Severity,Trend_Alert_Flag,Fastest_Deteriorating_Parameter,Dynamic_HI_PreCap,Dynamic_HI_Final,Dynamic_Condition,Binary_DHI,Dynamic_Anomaly_Flag,Dynamic_Anomaly_Type,Current_Hard_Cap_Flag,Current_Hard_Cap_Reason,DHI_Delta_vs_Current,DHI_training_target,Trend_Cap_Flag,Trend_Cap_Reason
2096,799.1742,478.4188,111.4426,129.0053,12.0874,802.0915,5718.2104,49.9002,30.3862,92.9493,94.4555,81.858,100.0578,41.7122,27.8,5954.1015,4889.2852,5300.5513,8846.6515,6921.828,6796.9666,1.4858,1.4157,1.2823,0.6881,0.7184,0.7032,3.1382,-3.4954,1.5611,0.5792,0.779,0.7177,3.1943,3.4401,-0.2864,0.5716,0.5713,0.6679,0.9377,-3.4236,0.9441,0.5872,0.6659,0.6317,2.4156,1.7213,1.6613,1062.783,584.7648,118.5177,143.8784,18.8491,927.0637,6914.5525,45.0159,35.278,91.8781,99.7644,85.7353,104.821,41.8969,28.8,4521.1449,3721.1443,3699.8851,7053.2014,4807.4388,4584.4343,1.56,1.2919,1.2391,0.7374,0.769,0.7651,4.8166,-5.02,4.1407,0.6404,0.8261,0.7673,4.7552,5.9905,2.3379,0.6129,0.6358,0.7091,3.0862,-5.3447,3.6436,0.6471,0.7467,0.7098,4.4667,3.2611,4.1575,1369.9,822.9,132.2,168.7,27.5,1200.7,8052.9,40.7,42.3,100.0,102.4,90.1,110.3,42.1,29.8,2126.2,1712.3,1629.8,2547.0,1952.1,1792.7,1.198,1.14,1.1,0.843,0.855,0.87,7.75,-8.31,8.84,0.738,0.902,0.837,7.31,8.77,5.83,0.709,0.736,0.776,5.91,-8.18,6.87,0.712,0.839,0.809,7.95,5.83,7.54,Rapid_Deterioration,0.642,0.5511,0.4044,Poor,0.13375,0.21572,0.34947,0.08197,0.11796,Deteriorating,Severe,1,C2H2,0.3322,0.3322,Very Poor,0,1,Rapid_Trend_Deterioration,0,,-0.0722,0.0,1,IR_HV_E_10min; IR_TV_E_10min; Winding_TV_CapChange_pct; Bushing_HV_Y_CapChange_pct; Bushing_LV_B_CapChange_pct; Bushing_TV_R_CapChange_pct; Bushing_TV_B_CapChange_pct
2097,80.4447,23.0212,55.2924,34.7931,57.0671,254.3746,1621.9732,58.7276,19.1728,84.9837,83.4979,70.1844,81.4998,36.5107,12.6,4456.4087,4784.4241,3615.4481,6563.4368,6510.7673,5427.466,1.4728,1.3608,1.5012,0.619,0.5909,0.5658,1.0379,1.6184,-2.4383,0.5394,0.5042,0.4713,1.3303,0.0043,0.331,0.4487,0.4298,0.5086,0.0567,-1.2645,0.0195,0.528,0.4821,0.5279,0.5925,0.5742,-0.3775,85.8956,33.3281,58.1956,41.3772,59.3527,269.0488,1957.7919,58.6103,19.7408,82.8779,85.204,72.4021,81.1533,36.2152,13.6,4077.8104,4596.4143,3291.9367,6342.7058,7034.0396,5413.9939,1.5554,1.5303,1.6446,0.621,0.6273,0.5854,2.2279,2.1461,-2.4959,0.5455,0.5096,0.4732,1.8817,0.2685,0.6101,0.4486,0.44,0.5064,-0.0648,-1.3209,0.2194,0.5385,0.5003,0.5423,1.1267,1.0446,-0.9463,290.6,146.0,70.3,51.3,63.4,441.7,2837.6,53.1,25.9,83.0,82.0,75.1,87.0,36.5,14.6,2700.1,3481.2,1852.3,3425.3,4254.6,2139.7,1.269,1.222,1.155,0.705,0.696,0.679,5.47,4.48,-4.95,0.614,0.58,0.53,3.87,2.48,2.8,0.537,0.509,0.554,-2.65,-3.44,2.59,0.602,0.551,0.604,2.78,3.07,-3.05,Sudden_Deterioration,0.0,0.0,0.0,Critical,0.01048,0.16936,0.17983,0.15888,0.07937,Deteriorating,High,0,C2H2,0.0,0.0,Critical,0,1,Current_Hard_Cap,1,C2H2>=35 ppm,0.0,0.0,1,H2; CH4; CO2; IR_TV_E_10min
2098,729.7187,343.0094,92.8619,98.3321,10.2657,719.9718,4034.9025,67.1,15.2716,74.2511,73.5651,66.3618,72.78,34.8677,12.8,9263.6068,10452.3041,10373.3156,17941.8919,21212.6443,18643.2882,1.9368,2.0295,1.7972,0.4693,0.4072,0.4328,-0.003,0.1065,0.1946,0.4555,0.4324,0.4404,0.4726,-0.1601,0.0999,0.4442,0.4236,0.4244,0.2225,-0.1704,-0.3294,0.424,0.4441,0.4462,-0.2181,0.2032,0.1317,881.8704,448.5868,102.7583,118.748,13.9082,752.2731,4846.5346,63.4533,17.8758,75.9415,81.3204,69.2135,77.0427,35.4607,13.8,8681.3775,10197.316,9755.0732,16120.7322,19687.0141,17394.6727,1.8569,1.9306,1.7831,0.5057,0.4407,0.4934,-0.3828,0.4221,-0.0795,0.4936,0.4707,0.4706,1.739,-0.1742,0.849,0.4898,0.4475,0.4657,0.0825,-0.0166,0.1821,0.4569,0.4821,0.4703,0.5294,0.1773,1.456,1053.7,563.8,113.2,140.9,19.3,932.6,5942.4,58.9,20.9,78.7,80.0,72.4,82.6,35.6,14.8,7367.5,8715.3,8171.0,13260.3,16907.3,14889.2,1.8,1.94,1.822,0.568,0.515,0.556,3.06,-2.0,3.01,0.543,0.525,0.52,3.27,-3.01,2.26,0.563,0.5,0.53,-2.0,-2.0,2.21,0.538,0.529,0.527,2.44,3.01,3.06,Rapid_Deterioration,0.9085,0.8472,0.7597,Fair,0.09017,0.12872,0.21889,0.03856,0.07184,Deteriorating,High,1,C2H2,0.7159,0.7159,Fair,1,1,Rapid_Trend_Deterioration,0,,-0.0438,71.59,0,
2099,950.2153,470.3881,100.1943,121.93,14.4616,866.1066,5469.9134,45.3146,34.05,92.0848,92.15,81.0485,98.6486,40.8447,23.8,6330.8616,4515.0019,4578.393,9678.298,7219.0409,6343.4208,1.5287,1.5989,1.3855,0.7441,0.7562,0.8038,5.605,6.6524,7.144,0.7026,0.6295,0.6927,-4.4308,4.2573,4.8775,0.617,0.6768,0.645,-5.5391,3.914,4.1315,0.6775,0.6804,0.5936,4.8572,-4.454,-5.7441,962.5753,517.3,100.6964,119.3934,16.5495,831.1805,5724.9262,44.9976,34.7325,93.6764,90.9808,81.4295,99.9538,41.1206,24.8,5976.1542,4498.6451,4531.8818,9664.8301,6957.6758,6269.7054,1.6172,1.5466,1.3835,0.7583,0.7467,0.8126,5.7767,6.3042,7.0136,0.6938,0.6469,0.6907,-4.4116,4.7942,5.8415,0.6211,0.691,0.6392,-5.542,3.702,4.2077,0.687,0.6844,0.5979,4.9374,-4.6731,-5.1589,922.3,501.6,103.3,120.1,15.5,860.3,5594.6,44.8,35.4,93.0,92.5,82.1,99.5,41.1,25.8,6128.5,4529.3,4353.4,9439.6,6860.2,6214.2,1.54,1.515,1.427,0.756,0.758,0.808,5.71,6.68,7.25,0.708,0.648,0.697,-4.5,4.67,5.47,0.62,0.688,0.642,-5.57,3.97,4.13,0.679,0.686,0.593,4.99,-4.7,-5.63,Stable,0.5805,0.5726,0.5699,Poor,0.01161,0.00394,0.01556,-0.00767,0.00467,Stable,Stable,0,PI_LV,0.5667,0.5667,Poor,0,1,Winding_TD_Cap,0,,-0.0032,56.67,0,
2100,1470.6021,839.3823,131.4491,170.8101,31.2677,1258.5926,7939.4009,33.8496,45.7811,107.4282,105.5029,92.8462,116.6007,43.7202,30.5,2829.2856,1710.6071,1063.7692,4105.9361,2188.3703,1464.7914,1.4512,1.2793,1.377,0.8719,0.9676,0.9294,7.4282,9.0151,9.2639,0.8396,0.881,0.8244,6.0757,-5.3014,8.0159,0.7934,0.7972,0.9519,5.5223,-6.5589,-5.7442,0.8636,0.85,0.8543,8.0745,7.5183,5.4538,1483.75,899.5662,134.6825,171.2888,32.1236,1228.3455,7823.9557,32.8371,46.0011,108.1527,109.1499,94.4975,116.4345,43.3637,31.5,2978.8312,1746.3926,889.1158,3526.308,1831.2638,1208.6959,1.1838,1.0486,1.3594,0.883,0.9629,0.9358,7.6101,9.4205,8.7985,0.8468,0.8826,0.838,6.6684,-5.3581,8.2127,0.814,0.8061,0.9496,5.6785,-6.9376,-5.7982,0.8754,0.8668,0.8583,8.3574,7.3324,6.3879,1513.4,907.0,136.7,175.9,32.2,1267.5,7961.9,32.7,46.7,107.3,107.2,94.0,118.2,43.7,32.5,2769.2,1607.9,851.6,3361.9,1698.5,1200.0,1.214,1.056,1.409,0.892,0.979,0.954,8.24,9.78,9.31,0.853,0.895,0.831,6.61,-5.51,8.42,0.806,0.81,0.962,5.83,-7.3,-6.15,0.879,0.868,0.86,8.65,7.72,6.34,Stable,0.3694,0.3453,0.3391,Very Poor,0.03544,0.00908,0.04451,-0.02636,0.01335,Deteriorating,Low,0,PI_HV,0.3297,0.3297,Very Poor,0,1,Winding_TD_Cap,0,,-0.0094,32.97,0,
2101,876.5114,445.5809,106.8725,115.5099,16.717,803.3181,5575.2168,48.2035,29.6161,94.3201,95.6029,80.8122,94.3622,38.4092,24.8,7086.1275,6800.6455,6895.6878,12119.6435,10916.3174,10328.3649,1.7103,1.6052,1.4978,0.6685,0.6957,0.7326,4.8393,4.3363,4.6582,0.5953,0.6616,0.5549,3.3868,4.6824,3.7388,0.6109,0.691,0.6029,2.6934,-4.1764,-2.9226,0.6034,0.646,0.6842,2.8926,4.1351,3.75,963.3527,487.8598,108.033,117.9022,18.3366,858.0302,5650.5304,47.7925,30.887,92.4063,96.1136,81.7339,94.847,38.3873,25.8,6729.5976,6309.6075,6405.1351,11097.3492,9970.6838,9327.3082,1.649,1.5802,1.4562,0.6905,0.7252,0.7601,5.4934,5.0245,5.6142,0.6055,0.6872,0.5742,3.8837,5.4008,3.8012,0.6482,0.7027,0.6176,3.3384,-4.3423,-3.5588,0.6061,0.6624,0.7037,3.8853,3.8092,4.0996,987.7,533.1,111.4,125.9,19.8,882.4,5926.9,45.7,32.7,90.4,89.9,83.3,96.3,38.9,26.8,6204.1,5992.0,5873.6,10157.5,9520.0,8871.9,1.637,1.589,1.51,0.711,0.743,0.775,6.12,5.36,6.16,0.624,0.698,0.589,4.42,5.76,4.71,0.656,0.725,0.629,4.26,-5.0,-4.05,0.64,0.687,0.716,4.7,4.95,4.67,Gradual_Deterioration,0.6208,0.5948,0.5738,Poor,0.03824,0.03092,0.06916,-0.00731,0.02075,Deteriorating,Low,0,C2H2,0.5609,0.5609,Poor,0,1,DGA,0,,-0.0129,56.089999999999996,0,
2102,327.2706,298.2821,77.054,68.4585,9.3457,535.5905,3924.1376,58.8321,21.6647,79.5658,87.9454,73.4153,81.0506,37.0944,16.6,8156.9052,7988.7575,9666.9949,13816.596,13858.1901,17072.0638,1.6939,1.7347,1.766,0.6132,0.5958,0.5805,1.2264,1.8048,-2.2876,0.5358,0.5514,0.5174,1.8337,0.4763,0.4218,0.5095,0.5234,0.5274,1.5055,1.3538,1.617,0.4656,0.5711,0.5831,1.6664,0.3315,2.6561,451.7593,345.2209,82.9877,77.7215,11.8234,602.5371,4288.0068,57.2058,23.4594,83.5658,80.9037,74.6324,83.3077,37.63,17.6,7464.3529,7532.6308,8790.2846,12357.9028,12590.4438,16143.4443,1.6556,1.6715,1.8365,0.6569,0.6383,0.6149,2.888,2.4794,-3.5871,0.5697,0.59,0.5345,2.7153,1.3609,1.6815,0.5285,0.5373,0.5473,2.3156,2.8056,2.9177,0.5064,0.5962,0.6154,2.7929,1.7327,3.4046,586.6,404.2,88.2,86.0,14.3,660.7,4720.6,55.2,25.5,83.2,83.0,76.6,88.3,37.8,18.6,6777.8,6771.7,8173.0,11449.1,11234.1,14254.0,1.689,1.659,1.744,0.681,0.66,0.65,4.23,3.52,-4.87,0.602,0.626,0.554,3.66,2.88,2.77,0.556,0.559,0.567,2.96,3.63,3.97,0.537,0.637,0.648,3.15,2.47,4.05,Gradual_Deterioration,0.8028,0.763,0.7182,Fair,0.0586,0.06582,0.12442,0.00721,0.03848,Deteriorating,Moderate,1,C2H2,0.6949,0.6949,Fair,1,1,Rapid_Trend_Deterioration,0,,-0.0233,69.49,0,
2103,756.126,351.0999,101.6762,111.9248,15.7144,692.9455,4867.1894,49.4069,33.0805,87.0283,87.1126,78.1102,92.8088,38.4178,23.9,7978.2152,5613.9282,5226.9885,11925.138,8919.9221,8252.0832,1.4947,1.5889,1.5787,0.6503,0.5955,0.6299,3.8212,2.7021,1.6512,0.6759,0.572,0.5963,3.2444,2.9749,3.2355,0.6021,0.5986,0.6224,3.4119,3.1398,3.6825,0.5623,0.6659,0.6224,4.4007,3.1455,1.7821,845.9718,441.2236,104.9667,115.0691,18.3785,783.5229,5217.3786,46.4479,33.9478,89.0947,88.5481,79.5016,96.221,39.04,24.9,7172.7023,4755.4885,4573.4115,11584.4603,7698.7149,7218.9061,1.6151,1.6189,1.5785,0.7005,0.6435,0.6641,5.2613,3.5562,3.9472,0.689,0.5803,0.6113,4.1562,3.6989,4.2933,0.6392,0.605,0.6367,4.5058,3.6686,4.4845,0.5851,0.706,0.6348,5.1898,4.1937,3.398,947.3,516.0,111.6,123.1,20.5,855.2,5791.4,44.9,36.2,92.7,90.4,82.1,99.8,38.9,25.9,6246.4,4222.8,4142.7,9518.5,6061.6,6161.6,1.524,1.435,1.487,0.75,0.69,0.706,6.53,5.61,5.37,0.716,0.615,0.644,5.38,4.64,5.51,0.669,0.643,0.675,5.18,5.02,5.52,0.63,0.733,0.673,5.96,4.98,4.53,Gradual_Deterioration,0.6669,0.6274,0.5694,Poor,0.05806,0.08536,0.14342,0.0273,0.04739,Deteriorating,Moderate,1,C2H2,0.5405,0.5405,Poor,0,1,Rapid_Trend_Deterioration,0,,-0.0289,54.05,0,
2104,989.0607,529.2643,100.4483,118.4753,20.351,652.8466,4555.5119,44.975,34.1648,89.642,96.2294,81.7124,94.6627,38.3649,24.1,5296.5472,4498.7697,6604.296,4457.2851,10324.2398,9403.9563,0.8415,2.227,1.4239,0.6952,0.8965,0.7764,6.9966,5.2924,6.3929,0.6743,0.6329,0.7489,-5.328,5.8248,-3.2989,0.6979,0.7348,0.599,5.0205,6.7022,-5.776,0.6983,0.7022,0.6776,-4.0567,1.6304,7.1215,1004.773,536.4981,84.0639,105.9928,16.5688,910.7297,4808.9369,45.1553,36.5298,90.9739,98.3347,85.3138,97.3814,40.4206,25.1,3351.7113,4591.6439,4424.2617,4526.2495,9308.02,9087.4136,1.3504,2.0272,2.054,0.7314,0.7077,0.8082,7.3354,9.1032,7.3798,0.5457,0.6121,0.7868,-2.2966,6.8808,-6.1918,0.6544,0.6843,0.6696,4.4286,4.9097,-2.6281,0.6448,0.737,0.7449,-5.9615,3.6932,5.7661,808.2,589.9,98.3,120.9,18.7,782.0,5141.5,48.2,32.7,91.8,88.4,84.0,98.9,39.6,26.1,5056.6,5573.8,5881.8,7393.1,8954.0,9488.8,1.462,1.606,1.613,0.751,0.8,0.731,6.51,6.32,5.98,0.599,0.693,0.712,-5.07,4.14,-4.71,0.684,0.671,0.619,5.18,4.62,-3.78,0.686,0.676,0.718,-5.31,3.51,4.94,Volatile,0.0,0.5754,0.5787,Poor,-0.02459,-0.00487,-0.02946,0.01971,0.00315,Stable,Stable,0,PI_LV,0.5172,0.5172,Poor,0,1,Winding_TD_Cap,0,,-0.0615,51.72,0,
2105,1557.7586,967.1414,146.2996,190.3448,31.1989,1247.4213,8581.1521,32.6413,47.2776,104.442,107.073,95.7563,113.3578,43.8459,28.6,1836.4266,1963.3037,2739.1929,2581.3756,2536.587,3628.3288,1.4057,1.292,1.3246,0.9139,0.9262,0.9009,8.0902,-8.0546,-8.4005,0.843,0.7591,0.7935,6.4731,-6.373,6.4212,0.7632,0.9069,0.8468,6.9145,6.1737,-8.3714,0.9521,0.8465,0.8817,7.9289,6.1498,-8.4253,1654.0832,978.9192,148.5122,190.0033,31.7662,1252.836,8662.2351,32.0541,48.6939,107.817,107.1062,94.8949,116.0198,43.8696,29.6,1769.5407,1856.0429,2619.1013,1908.1146,1687.1333,3070.6729,1.0783,0.909,1.1724,0.9224,0.9384,0.8935,8.6423,-8.2108,-8.9373,0.86,0.7488,0.8083,6.1215,-6.4564,6.3175,0.7703,0.923,0.8493,7.7274,5.9881,-8.2912,0.9582,0.8552,0.8874,8.3278,5.979,-8.4697,1615.7,966.6,148.3,192.7,32.1,1283.4,8782.1,31.4,48.9,106.2,106.9,95.6,115.7,44.2,30.6,1664.6,1533.4,2295.0,1906.3,1610.1,2765.6,1.145,1.05,1.205,0.928,0.943,0.916,8.86,-8.74,-8.86,0.867,0.768,0.812,6.58,-7.07,6.88,0.776,0.926,0.858,7.27,6.19,-8.55,0.956,0.859,0.894,8.73,6.21,-8.88,Stable,0.3658,0.0,0.3305,Very Poor,0.04963,0.00223,0.05186,-0.0474,0.01556,Deteriorating,Low,0,PI_HV,0.2689,0.2689,Very Poor,0,1,DGA,0,,-0.0616,26.889999999999997,0,
2106,1610.5907,874.157,143.1388,192.702,32.4849,1330.8459,7976.6284,32.4483,46.2089,108.9011,109.2885,94.7202,113.9748,45.7927,29.5,1789.6668,1695.7928,2409.6311,2316.7767,2279.9152,2716.2381,1.2945,1.3445,1.1272,0.9385,0.9614,0.9733,-9.0583,9.5198,-10.3017,0.8105,0.9514,0.8868,5.6077,-6.3802,7.196,0.7627,0.8671,0.9357,5.2923,9.347,8.8607,0.7841,0.7572,0.8297,-7.3537,6.7974,8.9749,1644.7684,889.7839,142.4139,191.8223,33.523,1346.9606,7893.2357,32.7008,46.1633,107.2658,108.8042,94.5374,118.1657,45.7135,30.5,2005.2295,1930.0406,2541.0493,2259.6643,2430.1134,2325.2168,1.1269,1.2591,0.9151,0.95,0.9534,0.9662,-8.7703,9.0889,-9.7784,0.8151,0.9483,0.887,5.0212,-6.0939,6.9736,0.772,0.8677,0.9284,4.7557,9.219,8.473,0.7795,0.7561,0.8204,-7.2217,7.0696,8.7516,1628.8,887.4,142.9,189.7,33.4,1319.9,7791.4,33.2,46.6,108.2,105.7,94.7,115.8,45.6,31.5,1935.0,2070.1,2373.1,2154.5,2489.0,2654.6,1.113,1.202,1.119,0.939,0.956,0.967,-8.8,9.06,-9.84,0.81,0.945,0.887,5.52,-6.19,6.89,0.758,0.866,0.925,4.88,9.03,8.85,0.775,0.754,0.826,-7.24,6.71,8.59,Stable,0.0,0.0,0.3344,Very Poor,0.01591,-0.01237,0.00354,-0.02828,0.00106,Stable,Stable,0,PI_HV,0.2497,0.2497,Very Poor,0,1,Winding_TD_Cap,0,,-0.0847,24.97,0,
2107,101.7117,65.8284,56.7767,36.4412,0.0,274.4024,2093.3658,63.4669,15.1851,71.6926,76.0073,65.04,74.2478,35.9225,11.8,11020.4466,10658.585,10933.4248,22089.0654,21497.3649,18533.3191,2.0044,2.0169,1.6951,0.4939,0.4362,0.4217,0.257,0.5082,0.1221,0.4655,0.4222,0.4521,-0.1592,1.4083,0.1291,0.4678,0.4433,0.4333,0.1503,-0.0673,0.3221,0.4563,0.4675,0.4565,0.1503,-0.2723,-0.1862,272.2359,117.4409,64.6785,49.7802,0.6139,370.907,2718.3979,61.8827,17.4631,77.8225,75.6719,68.9804,80.0059,35.3389,12.8,10165.6708,9881.143,9826.511,19675.9661,19572.0258,17608.5711,1.9355,1.9807,1.7919,0.5226,0.4773,0.4699,-1.6364,0.313,0.5028,0.5071,0.4689,0.4937,1.087,2.2033,-0.9784,0.5032,0.4803,0.4789,-0.8679,1.4052,0.9958,0.4839,0.4982,0.475,1.1723,0.9913,0.9986,361.3,198.4,72.1,65.1,2.4,452.3,3289.0,59.6,20.3,78.1,77.6,71.2,81.8,35.5,13.8,9390.0,9277.5,8922.8,18121.9,17963.9,16371.5,1.93,1.936,1.835,0.575,0.532,0.5,-3.08,2.79,2.28,0.539,0.5,0.529,2.12,2.96,-2.24,0.552,0.505,0.515,-2.0,2.39,2.0,0.51,0.53,0.5,2.06,2.0,2.28,Gradual_Deterioration,0.9983,0.9492,0.8985,Good,0.0722,0.07459,0.14679,0.00239,0.04442,Deteriorating,Moderate,1,BDV,0.8717,0.8717,Good,1,1,Rapid_Trend_Deterioration,0,,-0.0268,0.0,1,H2; CH4; C2H2
2108,935.466,634.3745,103.0221,126.232,19.5552,936.3574,6372.7211,46.7202,32.9382,97.7748,90.1117,86.2123,99.9531,38.1119,16.8,5488.7851,5849.4962,6820.9509,7281.8122,9735.7641,10450.6846,1.3267,1.6644,1.5321,0.8489,0.8229,0.7235,9.9958,8.6321,10.1022,0.6781,0.6993,0.7523,6.5136,-6.364,-7.9551,0.6922,0.71,0.6617,-6.4157,-7.8549,-7.1502,0.708,0.729,0.6664,5.5524,6.1706,6.7178,774.7933,518.3323,94.8231,109.884,16.6437,846.4449,5871.2001,48.2464,30.7877,90.0269,97.5065,84.9115,94.1143,38.3804,17.8,6229.5203,6764.2427,7550.4409,9115.1889,11557.8594,12952.544,1.4632,1.7087,1.7155,0.7881,0.7535,0.703,7.8309,7.2072,7.7786,0.6612,0.6576,0.707,5.236,-5.2089,-5.64,0.6603,0.6756,0.6128,-5.407,-6.0205,-5.5215,0.6593,0.6988,0.6356,4.1943,4.9818,6.1009,543.6,423.5,86.7,93.6,11.6,671.6,4825.3,51.9,27.8,84.8,85.7,79.8,91.5,37.8,18.8,7057.2,7915.1,8608.7,11591.8,13435.6,16027.1,1.643,1.697,1.862,0.705,0.68,0.649,5.13,5.16,4.56,0.616,0.607,0.65,3.71,-3.23,-3.76,0.614,0.626,0.578,-3.8,-3.56,-3.14,0.603,0.642,0.593,2.9,3.38,4.24,Improving,0.0,0.5944,0.6909,Fair,-0.09553,-0.14195,-0.23748,-0.04642,0.0,Improving,Stable,0,,0.6073,0.6073,Fair,1,1,Winding_TD_Cap,0,,-0.0836,60.73,0,
