Record_ID,H2,Methane,Ethane,Ethylene,Acetylene,CO,CO2,BDV,Moisture_PPM,WTI_HV,WTI_LV,OTI,Loading_pct,Ambient_Temp,Age_Years,IR_HV_E_1min,IR_LV_E_1min,IR_TV_E_1min,IR_HV_E_10min,IR_LV_E_10min,IR_TV_E_10min,PI_HV,PI_LV,PI_TV,Winding_HV_TanDelta_pct,Winding_LV_TanDelta_pct,Winding_TV_TanDelta_pct,Winding_HV_CapChange_pct,Winding_LV_CapChange_pct,Winding_TV_CapChange_pct,Bushing_HV_R_TanDelta_pct,Bushing_HV_Y_TanDelta_pct,Bushing_HV_B_TanDelta_pct,Bushing_HV_R_CapChange_pct,Bushing_HV_Y_CapChange_pct,Bushing_HV_B_CapChange_pct,Bushing_LV_R_TanDelta_pct,Bushing_LV_Y_TanDelta_pct,Bushing_LV_B_TanDelta_pct,Bushing_LV_R_CapChange_pct,Bushing_LV_Y_CapChange_pct,Bushing_LV_B_CapChange_pct,Bushing_TV_R_TanDelta_pct,Bushing_TV_Y_TanDelta_pct,Bushing_TV_B_TanDelta_pct,Bushing_TV_R_CapChange_pct,Bushing_TV_Y_CapChange_pct,Bushing_TV_B_CapChange_pct,Scenario_Generator,IR_Min_1min,IR_Min_10min,PI_Min,Max_Winding_TanDelta_pct,Max_Winding_CapChange_abs_pct,Max_Bushing_TanDelta_pct,Max_Bushing_CapChange_abs_pct,DGA_Subscore,Oil_Subscore,Thermal_Subscore,Age_Subscore,IR_PI_Subscore,Winding_TD_Cap_Subscore,Bushing_TD_Cap_Subscore,HI_PreCap,HI,Condition,Binary_HI,Anomaly_Flag,Anomaly_Type,Hard_Cap_Flag,Hard_Cap_Reason,Dominant_Risk_Parameter,WTI,HI_training_target,label_rule_any_gas_critical,H2_rule_score,Methane_rule_score,Ethane_rule_score,Ethylene_rule_score,Acetylene_rule_score,CO_rule_score,CO2_rule_score,BDV_score,OTI_score,WTI_score,BDV_below_40_flag,OTI_above_90_flag,WTI_above_95_flag,WTI_OTI_delta,thermal_stress_loss,oil_dielectric_loss,operating_score_min,operating_score_avg,H2_condition_from_threshold_table,H2_reason_from_threshold_table,Methane_condition_from_threshold_table,Methane_reason_from_threshold_table,Ethane_condition_from_threshold_table,Ethane_reason_from_threshold_table,Ethylene_condition_from_threshold_table,Ethylene_reason_from_threshold_table,Acetylene_condition_from_threshold_table,Acetylene_reason_from_threshold_table,CO_condition_from_threshold_table,CO_reason_from_threshold_table,CO2_condition_from_threshold_table,CO2_reason_from_threshold_table,gas_rule_avg,gas_rule_min,gas_critical_count,gas_poor_or_worse_count,label_rule_acceptable,label_rule_deteriorated,binary_hi_rule,Label_Rule_Derived,H2_healthy_max,H2_moderate_max,H2_poor_max,H2_critical_over,H2_critical_ratio,H2_critical_excess,H2_critical_flag,Methane_healthy_max,Methane_moderate_max,Methane_poor_max,Methane_critical_over,Methane_critical_ratio,Methane_critical_excess,Methane_critical_flag,Ethane_healthy_max,Ethane_moderate_max,Ethane_poor_max,Ethane_critical_over,Ethane_critical_ratio,Ethane_critical_excess,Ethane_critical_flag,Ethylene_healthy_max,Ethylene_moderate_max,Ethylene_poor_max,Ethylene_critical_over,Ethylene_critical_ratio,Ethylene_critical_excess,Ethylene_critical_flag,Acetylene_healthy_max,Acetylene_moderate_max,Acetylene_poor_max,Acetylene_critical_over,Acetylene_critical_ratio,Acetylene_critical_excess,Acetylene_critical_flag,CO_healthy_max,CO_moderate_max,CO_poor_max,CO_critical_over,CO_critical_ratio,CO_critical_excess,CO_critical_flag,CO2_healthy_max,CO2_moderate_max,CO2_poor_max,CO2_critical_over,CO2_critical_ratio,CO2_critical_excess,CO2_critical_flag,DGA_threshold_table_used_for_training,DGA_threshold_table_version,HI_Final_relation_used_for_training,HI_Final_relation
2107,361.3,198.4,72.1,65.1,2.4,452.3,3289.0,59.6,20.3,78.1,77.6,71.2,81.8,35.5,13.8,9390.0,9277.5,8922.8,18121.9,17963.9,16371.5,1.9299148029818958,1.9362867151711132,1.8347940108486127,0.575,0.532,0.5,-3.08,2.79,2.28,0.539,0.5,0.529,2.12,2.96,-2.24,0.552,0.505,0.515,-2.0,2.39,2.0,0.51,0.53,0.5,2.06,2.0,2.28,Good_Mixed,8922.8,16371.5,1.835,0.575,3.08,0.552,2.96,0.8277,0.9791,0.8979,0.9244,1.0,0.8497,0.8839,0.8985,0.8985,Good,1,0,No_Anomaly,0,,C2H2,78.1,89.85,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,99.6,100.0,100.0,0.0,0.0,0.0,6.8999999999999915,0.0,0.4000000000000057,99.6,99.86666666666667,Moderate,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Moderate,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Moderate,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Moderate,Ethylene high: High-temperature oil overheating / severe thermal fault.,Moderate,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Moderate,CO high: Cellulose/paper insulation overheating or degradation.,Moderate,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.75,0.75,0.0,0.0,1.0,0.0,1.0,Acceptable,100,700,1800,1800,0.20072222222222222,0.0,0.0,120,400,1000,1000,0.1984,0.0,0.0,65,100,150,150,0.48066666666666663,0.0,0.0,50,100,200,200,0.32549999999999996,0.0,0.0,1,9,35,35,0.06857142857142857,0.0,0.0,350,570,1400,1400,0.32307142857142856,0.0,0.0,2500,4000,10000,10000,0.3289,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
2108,543.6,423.5,86.7,93.6,11.6,671.6,4825.3,51.9,27.8,84.8,85.7,79.8,91.5,37.8,18.8,7057.2,7915.1,8608.7,11591.8,13435.6,16027.1,1.642549453040866,1.6974643403115564,1.8617328981146979,0.705,0.68,0.649,5.13,5.16,4.56,0.616,0.607,0.65,3.71,-3.23,-3.76,0.614,0.626,0.578,-3.8,-3.56,-3.14,0.603,0.642,0.593,2.9,3.38,4.24,Fair_Mixed,7057.2,11591.8,1.643,0.705,5.16,0.65,4.24,0.5829,0.8264,0.6484,0.7841,1.0,0.5136,0.6112,0.6909,0.6909,Fair,1,1,Winding_TD_Cap,0,,C2H2,85.7,69.08999999999999,0.0,0.75,0.5,0.75,0.75,0.5,0.5,0.5,91.9,90.4,85.75,0.0,0.0,0.0,5.900000000000006,14.25,8.099999999999994,85.75,89.35000000000001,Moderate,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Moderate,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Moderate,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.6071428571428571,0.5,0.0,4.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.302,0.0,0.0,120,400,1000,1000,0.4235,0.0,0.0,65,100,150,150,0.5780000000000001,0.0,0.0,50,100,200,200,0.46799999999999997,0.0,0.0,1,9,35,35,0.3314285714285714,0.0,0.0,350,570,1400,1400,0.4797142857142857,0.0,0.0,2500,4000,10000,10000,0.48253,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
2109,154.1,196.9,73.0,58.1,2.1,392.5,3349.5,57.8,24.5,75.2,78.3,70.4,82.1,35.3,12.4,8446.3,9075.0,8948.2,15088.0,16267.0,17319.2,1.7863443164462547,1.7925068870523415,1.9354954068974766,0.5,0.538,0.506,-2.0,2.55,2.15,0.5,0.5,0.528,2.54,2.8,2.04,0.504,0.5,0.52,-2.83,2.18,-2.07,0.5,0.5,0.547,2.13,-2.54,2.37,Good_Mixed,8446.3,15088.0,1.786,0.538,2.55,0.547,2.83,0.8775,0.8786,0.9345,0.9575,1.0,0.9282,0.9188,0.9215,0.9215,Good,1,0,No_Anomaly,0,,C2H2,78.3,92.15,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,97.8,100.0,100.0,0.0,0.0,0.0,7.8999999999999915,0.0,2.200000000000003,97.8,99.26666666666667,Moderate,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Moderate,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Moderate,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Moderate,Ethylene high: High-temperature oil overheating / severe thermal fault.,Moderate,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Moderate,CO high: Cellulose/paper insulation overheating or degradation.,Moderate,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.75,0.75,0.0,0.0,1.0,0.0,1.0,Acceptable,100,700,1800,1800,0.08561111111111111,0.0,0.0,120,400,1000,1000,0.19690000000000002,0.0,0.0,65,100,150,150,0.4866666666666667,0.0,0.0,50,100,200,200,0.2905,0.0,0.0,1,9,35,35,0.060000000000000005,0.0,0.0,350,570,1400,1400,0.28035714285714286,0.0,0.0,2500,4000,10000,10000,0.33495,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
2110,1711.7,965.3,147.1,197.0,33.1,1377.3,9122.1,50.5,27.9,84.5,82.3,76.6,88.3,37.9,15.5,7146.9,8602.5,7688.6,13561.8,16371.5,4508.9,1.8975779708684883,1.9031095611740774,0.5864396639180084,0.541,0.58,0.568,-2.98,3.56,-3.1,0.527,0.507,0.521,2.43,2.0,2.27,0.523,0.533,0.594,2.0,2.87,2.0,0.5,0.508,0.5,-2.52,2.04,2.0,Critical_DGA,7146.9,4508.9,0.586,0.58,3.56,0.594,2.87,0.0377,0.825,0.7139,0.88,0.8125,0.7536,0.8773,0.6172,0.0,Critical,0,1,Hard_Capped_Critical,1,PI_Min<1.0: critical polarization index,C2H2,84.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,90.5,96.80000000000001,88.75,0.0,0.0,0.0,7.900000000000006,11.25,9.5,88.75,92.01666666666667,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Poor,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5,0.5,0.0,7.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.9509444444444445,0.0,0.0,120,400,1000,1000,0.9652999999999999,0.0,0.0,65,100,150,150,0.9806666666666666,0.0,0.0,50,100,200,200,0.985,0.0,0.0,1,9,35,35,0.9457142857142857,0.0,0.0,350,570,1400,1400,0.9837857142857143,0.0,0.0,2500,4000,10000,10000,0.9122100000000001,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
2111,1601.4,982.4,147.3,187.3,33.2,1293.7,8974.8,32.9,46.8,106.7,104.5,95.8,113.8,45.1,31.6,1085.6,1752.6,2682.5,1200.0,2030.2,3108.3,1.105379513633014,1.1583932443227205,1.1587325256290775,0.99,0.959,0.919,9.45,9.43,9.8,0.725,0.753,0.695,7.72,6.95,8.6,0.778,0.963,0.87,6.45,6.14,7.16,0.711,0.756,0.822,6.66,9.08,-7.6,Very Poor_Mixed,1085.6,1200.0,1.105,0.99,9.8,0.963,9.08,0.062,0.6128,0.1395,0.3368,1.0,0.0509,0.2723,0.336,0.336,Very Poor,0,1,Winding_TD_Cap,0,,C2H2,106.7,33.6,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,10.900000000000006,100.0,100.0,0.0,0.0,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Poor,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5,0.5,0.0,7.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.8896666666666667,0.0,0.0,120,400,1000,1000,0.9823999999999999,0.0,0.0,65,100,150,150,0.9820000000000001,0.0,0.0,50,100,200,200,0.9365000000000001,0.0,0.0,1,9,35,35,0.9485714285714286,0.0,0.0,350,570,1400,1400,0.9240714285714287,0.0,0.0,2500,4000,10000,10000,0.8974799999999999,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
2112,983.9,525.7,106.2,123.1,19.6,864.6,4916.1,47.1,33.6,91.7,90.2,82.3,96.4,40.5,24.8,5726.5,5746.3,5675.0,8749.5,8841.4,8506.8,1.527896620972671,1.5386248542540417,1.4989955947136562,0.664,0.662,0.671,4.54,-4.9,5.06,0.613,0.639,0.705,4.4,5.09,4.36,0.731,0.672,0.707,-5.02,4.41,5.09,0.573,0.621,0.718,4.73,-5.32,4.26,Poor_Mixed,5675.0,8506.8,1.499,0.671,5.06,0.731,5.32,0.412,0.7509,0.5127,0.5865,1.0,0.5318,0.4985,0.5979,0.5979,Poor,0,1,DGA,0,,C2H2,91.7,59.79,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,84.2,85.4,66.49999999999999,0.0,0.0,0.0,9.400000000000006,33.500000000000014,15.799999999999997,66.49999999999999,78.7,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Poor,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5,0.5,0.0,7.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.546611111111111,0.0,0.0,120,400,1000,1000,0.5257000000000001,0.0,0.0,65,100,150,150,0.7080000000000001,0.0,0.0,50,100,200,200,0.6154999999999999,0.0,0.0,1,9,35,35,0.56,0.0,0.0,350,570,1400,1400,0.6175714285714285,0.0,0.0,2500,4000,10000,10000,0.49161000000000005,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
2113,599.0,422.3,96.7,115.1,14.5,743.7,4605.7,55.3,25.2,80.5,80.1,72.7,83.0,35.5,10.5,9524.2,8639.2,8923.0,18145.9,16622.3,17367.1,1.9052413851032108,1.9240554680988977,1.946329709738877,0.5,0.546,0.505,2.43,2.74,2.01,0.533,0.569,0.53,2.85,-3.24,3.12,0.554,0.532,0.518,2.0,-2.73,3.01,0.556,0.566,0.525,2.67,-2.0,2.64,Fair_DGA,8639.2,16622.3,1.905,0.546,2.74,0.569,3.24,0.5201,0.8666,0.8328,0.994,1.0,0.9122,0.7832,0.7957,0.7957,Fair,1,1,DGA,0,,C2H2,80.5,79.57,0.0,0.75,0.5,0.75,0.5,0.5,0.5,0.5,95.3,100.0,98.75,0.0,0.0,0.0,7.799999999999997,1.25,4.700000000000003,95.3,98.01666666666667,Moderate,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Moderate,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5714285714285714,0.5,0.0,5.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.3327777777777778,0.0,0.0,120,400,1000,1000,0.4223,0.0,0.0,65,100,150,150,0.6446666666666667,0.0,0.0,50,100,200,200,0.5755,0.0,0.0,1,9,35,35,0.4142857142857143,0.0,0.0,350,570,1400,1400,0.5312142857142857,0.0,0.0,2500,4000,10000,10000,0.46057,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
2114,867.2,559.5,111.9,128.7,18.2,876.3,5486.6,54.4,25.6,75.9,76.1,70.2,80.6,35.5,16.1,9663.3,9389.9,10000.0,18563.3,18473.7,19624.3,1.921010420870717,1.967401143782149,1.96243,0.585,0.55,0.531,3.03,-2.85,-3.32,0.533,0.513,0.589,2.32,2.81,-2.62,0.576,0.542,0.536,2.0,2.0,-2.21,0.527,0.561,0.576,2.42,3.07,3.09,Poor_DGA,9389.9,18473.7,1.921,0.585,3.32,0.589,3.09,0.409,0.86,0.957,0.8635,1.0,0.7762,0.7779,0.753,0.753,Fair,1,1,DGA,0,,C2H2,76.1,75.3,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,94.4,100.0,100.0,0.0,0.0,0.0,5.8999999999999915,0.0,5.599999999999994,94.4,98.13333333333333,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Poor,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5,0.5,0.0,7.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.4817777777777778,0.0,0.0,120,400,1000,1000,0.5595,0.0,0.0,65,100,150,150,0.746,0.0,0.0,50,100,200,200,0.6435,0.0,0.0,1,9,35,35,0.52,0.0,0.0,350,570,1400,1400,0.6259285714285714,0.0,0.0,2500,4000,10000,10000,0.54866,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
2115,1540.0,841.8,137.2,180.0,31.2,1188.6,8045.8,34.4,44.7,102.3,106.7,92.4,112.0,44.0,31.1,1601.9,2968.2,1133.1,1878.0,3592.4,1242.0,1.1723578250827142,1.2102958021696653,1.096108022239873,0.922,0.891,0.913,8.63,-8.38,8.85,0.875,0.804,0.895,-8.7,8.4,9.26,0.867,0.875,0.951,8.59,6.7,8.68,0.844,0.733,0.909,6.62,7.2,9.3,Very Poor_Mixed,1133.1,1242.0,1.096,0.922,8.85,0.951,9.3,0.1286,0.6328,0.1879,0.3559,1.0,0.1302,0.1737,0.3541,0.3541,Very Poor,0,1,DGA,0,,C2H2,106.7,35.410000000000004,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,14.299999999999997,100.0,100.0,0.0,0.0,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Poor,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5,0.5,0.0,7.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.8555555555555555,0.0,0.0,120,400,1000,1000,0.8418,0.0,0.0,65,100,150,150,0.9146666666666666,0.0,0.0,50,100,200,200,0.9,0.0,0.0,1,9,35,35,0.8914285714285715,0.0,0.0,350,570,1400,1400,0.849,0.0,0.0,2500,4000,10000,10000,0.8045800000000001,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
2116,1552.8,879.5,147.3,197.0,32.0,1213.8,8131.1,30.9,48.6,109.3,106.6,95.5,119.1,45.3,33.4,1275.7,2114.6,2050.2,1412.0,2514.3,2438.9,1.1068433017167045,1.1890191998486712,1.189591259389328,0.927,0.937,0.934,9.84,9.25,9.57,0.774,0.872,0.829,-6.17,7.6,7.54,0.881,0.894,0.766,8.29,-7.37,-6.21,0.762,0.802,0.78,5.65,-6.62,5.43,Very Poor_Mixed,1275.7,1412.0,1.107,0.937,9.84,0.894,8.29,0.0941,0.5961,0.0874,0.267,1.0,0.0667,0.2585,0.333,0.333,Very Poor,0,1,Winding_TD_Cap,0,,C2H2,109.3,33.300000000000004,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,13.799999999999997,100.0,100.0,0.0,0.0,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Poor,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5,0.5,0.0,7.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.8626666666666667,0.0,0.0,120,400,1000,1000,0.8795,0.0,0.0,65,100,150,150,0.9820000000000001,0.0,0.0,50,100,200,200,0.985,0.0,0.0,1,9,35,35,0.9142857142857143,0.0,0.0,350,570,1400,1400,0.867,0.0,0.0,2500,4000,10000,10000,0.81311,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
2117,973.8,652.1,106.1,130.0,18.1,930.2,5696.4,59.2,20.0,75.9,77.8,70.7,82.4,35.1,10.0,9142.7,8976.3,8317.2,17876.4,17244.8,15152.0,1.9552648561147146,1.9211479117230932,1.8217669407973835,0.57,0.572,0.531,-2.84,-3.05,2.86,0.561,0.508,0.5,-2.21,2.9,2.13,0.503,0.56,0.517,2.0,2.64,2.47,0.505,0.502,0.5,-2.0,3.05,3.03,Poor_DGA,8317.2,15152.0,1.822,0.572,3.05,0.561,3.05,0.3853,1.0,0.9242,1.0,1.0,0.782,0.8869,0.7879,0.7879,Fair,1,1,DGA,0,,C2H2,77.8,78.79,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,99.2,100.0,100.0,0.0,0.0,0.0,7.099999999999994,0.0,0.7999999999999972,99.2,99.73333333333333,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Poor,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5,0.5,0.0,7.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.5409999999999999,0.0,0.0,120,400,1000,1000,0.6521,0.0,0.0,65,100,150,150,0.7073333333333333,0.0,0.0,50,100,200,200,0.65,0.0,0.0,1,9,35,35,0.5171428571428572,0.0,0.0,350,570,1400,1400,0.6644285714285715,0.0,0.0,2500,4000,10000,10000,0.5696399999999999,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
2118,179.7,126.1,68.3,55.3,1.0,361.2,2540.0,56.3,24.8,80.3,79.5,75.7,88.7,36.8,15.2,4448.0,4472.8,5193.6,6490.6,6349.2,7886.3,1.4592176258992806,1.4195135038454658,1.5184650338878618,0.623,0.673,0.598,3.79,5.02,-4.08,0.562,0.582,0.567,2.81,3.8,-2.13,0.592,0.579,0.569,2.14,3.81,-2.84,0.599,0.544,0.567,2.98,2.56,3.72,Poor_IR_PI,4448.0,6349.2,1.42,0.673,5.02,0.599,3.81,0.9705,0.8734,0.7813,0.8882,1.0,0.6012,0.7041,0.8409,0.8409,Good,1,0,No_Anomaly,0,,Moisture_PPM,80.3,84.09,0.0,0.75,0.75,0.75,0.75,1.0,0.75,0.75,96.3,98.6,99.25,0.0,0.0,0.0,4.599999999999994,1.4000000000000057,3.700000000000003,96.3,98.05,Moderate,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Moderate,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Moderate,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Moderate,Ethylene high: High-temperature oil overheating / severe thermal fault.,Healthy,,Moderate,CO high: Cellulose/paper insulation overheating or degradation.,Moderate,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.7857142857142857,0.75,0.0,0.0,1.0,0.0,1.0,Acceptable,100,700,1800,1800,0.09983333333333333,0.0,0.0,120,400,1000,1000,0.1261,0.0,0.0,65,100,150,150,0.4553333333333333,0.0,0.0,50,100,200,200,0.27649999999999997,0.0,0.0,1,9,35,35,0.02857142857142857,0.0,0.0,350,570,1400,1400,0.258,0.0,0.0,2500,4000,10000,10000,0.254,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
2119,1448.7,761.5,128.0,165.6,24.0,1846.9,23973.5,34.9,45.6,103.1,103.0,89.2,110.0,44.0,34.0,1649.9,2236.7,3273.3,1819.3,2756.8,4191.2,1.102672889266016,1.232530066615997,1.2804203708795403,0.815,0.782,0.794,7.23,7.02,6.43,0.711,0.743,0.764,-5.49,5.31,-6.41,0.801,0.774,0.671,7.54,6.36,4.9,0.693,0.774,0.735,4.85,8.14,6.56,Critical_Mixed,1649.9,1819.3,1.103,0.815,7.23,0.801,8.14,0.1484,0.6241,0.2324,0.2434,1.0,0.3025,0.3562,0.4139,0.0,Critical,0,1,Hard_Capped_Critical,1,CO>=1400 and CO2>=10000 ppm: critical cellulose degradation,C2H2,103.1,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,54.79999999999998,0.0,1.0,0.0,1.0,13.899999999999991,100.0,100.0,0.0,18.266666666666662,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Poor,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Critical,CO high: Cellulose/paper insulation overheating or degradation.,Critical,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.35714285714285715,0.0,2.0,7.0,0.0,0.0,0.0,Any gas critical => Binary HI 0,100,700,1800,1800,0.8048333333333334,0.0,0.0,120,400,1000,1000,0.7615,0.0,0.0,65,100,150,150,0.8533333333333334,0.0,0.0,50,100,200,200,0.828,0.0,0.0,1,9,35,35,0.6857142857142857,0.0,0.0,350,570,1400,1400,1.3192142857142857,446.9000000000001,1.0,2500,4000,10000,10000,2.39735,13973.5,1.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
